sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_speed,gpu,ram,storage,rearcam_specs,frontcam_specs,screen_size,screen_panel,screen_res,screen_rate,os,water_resistant,battery,charger,weight,material,connectivity,network,ports
335267,Máy tính bảng iPad Air M3 11 inch WiFi 128GB,16190000,iPad (Apple),Tablet,5.0,3071,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb,03/2025,2025-09-09 19:33:18,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,460 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
328520,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/64GB,3430000,Xiaomi,Tablet,4.9,9799,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-64gb,08/2024,2025-09-09 19:33:19,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,64 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm
325534,Máy tính bảng iPad Pro M4 13 inch 5G 256GB,40690000,iPad (Apple),Tablet,5.0,285,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-cellular-256gb,05/2024,2025-09-09 19:33:20,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,,38.99 Wh,20 W,582 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
315622,Máy tính bảng Xiaomi Redmi Pad SE WiFi 8GB/256GB,5490000,Xiaomi,Tablet,4.9,8749,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb,09/2023,2025-09-09 19:33:22,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,8 GB,256 GB,8 MP,5 MP,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,,8000 mAh,10 W,478 g,Kim loại nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG, v5.0",,3.5 mm
325513,Máy tính bảng iPad Pro M4 11 inch WiFi 256GB,26890000,iPad (Apple),Tablet,5.0,5086,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-256gb,05/2024,2025-09-09 19:33:27,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,12 MP,12 MP,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,,31.29 Wh,20 W,444 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
334529,Máy tính bảng Xiaomi Pad 7 WiFi 8GB/128GB,10100000,Xiaomi,Tablet,5.0,302,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7,03/2025,2025-09-09 19:33:27,Snapdragon 7+ Gen 3 8 nhân,2.8 GHz,Andreno 732,8 GB,128 GB,13 MP,8 MP,"11.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,,8850 mAh,45 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6E, Wi-Fi 6, Dual-band, v5.4",,Type-C
339286,Máy tính bảng OPPO Pad SE 4G 4GB/128GB,6380000,OPPO,Tablet,5.0,936,https://www.thegioididong.com/may-tinh-bang/oppo-pad-se-4g-4gb-128gb,07/2025,2025-09-09 19:33:28,MediaTek Helio G100 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,5 MP,5 MP,"11.35""",IPS LCD,1200 x 2000 Pixels,90 Hz,Android 15,IPX2,9340 mAh,33 W,530 g,Khung nhựa & Mặt lưng hợp kim nhôm,"Wi-Fi Display, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band, OTG, v5.0",Hỗ trợ 4G,Type-C
322134,Máy tính bảng Samsung Galaxy Tab S6 Lite 2024 4G 4GB/64GB,6860000,Samsung,Tablet,4.9,2801,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s6-lite-2024,04/2024,2025-09-09 19:33:30,Exynos 1280 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G68,4 GB,64 GB,8 MP,5 MP,"10.4""",TFT LCD,1200 x 2000 Pixels,60 Hz,Android 14,,7040 mAh,15 W,467 g,Kim loại nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band",Hỗ trợ 4G,3.5 mm
331232,Máy tính bảng iPad mini 7 5G 128GB,17490000,iPad (Apple),Tablet,4.9,458,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-5g,10/2024,2025-09-09 19:33:30,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,128 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,297 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",5G,
315390,Máy tính bảng Samsung Galaxy Tab A9 WiFi 4GB/64GB,3620000,Samsung,Tablet,4.9,10642,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9,10/2023,2025-09-09 19:33:31,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,4 GB,64 GB,8 MP,2 MP,"8.7""",TFT LCD,800 x 1340 Pixels,60 Hz,Android 13,,5100 mAh,15 W,332 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm
335271,Máy tính bảng iPad Air M3 11 inch 5G 128GB,20390000,iPad (Apple),Tablet,5.0,201,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb,03/2025,2025-09-09 19:33:31,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,460 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
328520,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/64GB,3430000,Xiaomi,Tablet,4.9,9799,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-64gb,08/2024,2025-09-09 19:33:31,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,64 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm
325523,Máy tính bảng iPad Air 6 M2 11 inch 5G 512GB,24790000,iPad (Apple),Tablet,5.0,103,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-11-inch-wifi-cellular-512gb,05/2024,2025-09-09 19:33:33,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 17,,28.93 Wh,20 W,462 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
335313,Máy tính bảng iPad A16 5G 512GB,21390000,iPad (Apple),Tablet,5.0,23,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-512gb,03/2025,2025-09-09 19:33:35,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C
325510,Máy tính bảng iPad Air 6 M2 13 inch WiFi 512GB,26490000,iPad (Apple),Tablet,5.0,43,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-512gb,05/2024,2025-09-09 19:33:36,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,512 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 17,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
325529,Máy tính bảng iPad Pro M4 11 inch 5G 256GB,32390000,iPad (Apple),Tablet,5.0,499,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-cellular-256gb,05/2024,2025-09-09 19:33:38,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,12 MP,12 MP,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,,31.29 Wh,20 W,446 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
328521,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/128GB,3920000,Xiaomi,Tablet,5.0,928,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-128gb,08/2024,2025-09-09 19:33:38,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm
325988,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 6GB/128GB,6960000,Xiaomi,Tablet,4.9,17225,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-6gb-128gb,06/2024,2025-09-09 19:33:38,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,6 GB,128 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band, v5.2",,3.5 mm
339380,Máy tính bảng Samsung Galaxy Tab S10 FE WiFi 12GB/256GB,11290000,Samsung,Tablet,5.0,177,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-12gb-256gb,04/2025,2025-09-09 19:33:38,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,12 GB,256 GB,13 MP,12 MP,"10.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,IP68,8000 mAh,45 W,497 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band",,Type-C
331233,Máy tính bảng iPad mini 7 5G 256GB,19890000,iPad (Apple),Tablet,5.0,196,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-5g-256gb,10/2024,2025-09-09 19:33:38,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,297 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",5G,
335308,Máy tính bảng iPad A16 WiFi 128GB,9590000,iPad (Apple),Tablet,4.9,13942,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb,03/2025,2025-09-09 19:33:39,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C
331229,Máy tính bảng iPad mini 7 WiFi 128GB,13590000,iPad (Apple),Tablet,4.9,3821,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi,10/2024,2025-09-09 19:33:41,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,128 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
325534,Máy tính bảng iPad Pro M4 13 inch 5G 256GB,40690000,iPad (Apple),Tablet,5.0,285,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-cellular-256gb,05/2024,2025-09-09 19:33:43,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,,38.99 Wh,20 W,582 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
335276,Máy tính bảng iPad Air M3 13 inch WiFi 256GB,23890000,iPad (Apple),Tablet,5.0,223,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-256gb,03/2025,2025-09-09 19:33:47,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,,36.59 Wh,20 W,616 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
339382,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 12GB/256GB,16590000,Samsung,Tablet,5.0,71,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus-12gb-256gb,04/2025,2025-09-09 19:33:47,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,12 GB,256 GB,13 MP,12 MP,"13.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,IP68,10090 mAh,45 W,664 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band",,Type-C
335310,Máy tính bảng iPad A16 WiFi 512GB,17490000,iPad (Apple),Tablet,5.0,33,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-512gb,03/2025,2025-09-09 19:33:47,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C
320991,Máy tính bảng TCL Tab 11 WiFi 4GB/128GB,4220000,TCL,Tablet,4.9,2049,https://www.thegioididong.com/may-tinh-bang/tcl-tab-11,08/2023,2025-09-09 19:33:50,Helio P60T,2 GHz,Mali-G72 MP3,4 GB,128 GB,8 MP,8 MP,"10.95""",IPS LCD,1200 x 2000 Pixels,60 Hz,Android 13,,8000 mAh,18 W,462 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.0",,Type-C
331229,Máy tính bảng iPad mini 7 WiFi 128GB,13590000,iPad (Apple),Tablet,4.9,3821,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi,10/2024,2025-09-09 19:33:54,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,128 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
335310,Máy tính bảng iPad A16 WiFi 512GB,17490000,iPad (Apple),Tablet,5.0,33,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-512gb,03/2025,2025-09-09 19:33:56,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C
339382,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 12GB/256GB,16590000,Samsung,Tablet,5.0,71,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus-12gb-256gb,04/2025,2025-09-09 19:33:58,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,12 GB,256 GB,13 MP,12 MP,"13.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,IP68,10090 mAh,45 W,664 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band",,Type-C
334530,Máy tính bảng Xiaomi Pad 7 WiFi 8GB/256GB,11090000,Xiaomi,Tablet,5.0,2169,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7-8gb-256gb,03/2025,2025-09-09 19:34:01,Snapdragon 7+ Gen 3 8 nhân,2.8 GHz,Andreno 732,8 GB,256 GB,13 MP,8 MP,"11.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,,8850 mAh,45 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6E, Wi-Fi 6, Dual-band, v5.4",,Type-C
335312,Máy tính bảng iPad A16 5G 256GB,15990000,iPad (Apple),Tablet,5.0,141,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-256gb,03/2025,2025-09-09 19:34:04,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C
335309,Máy tính bảng iPad A16 WiFi 256GB,12090000,iPad (Apple),Tablet,5.0,1753,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-256gb,03/2025,2025-09-09 19:34:04,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C
303299,Máy tính bảng Samsung Galaxy Tab S9 WiFi 8GB/128GB,0,Samsung,Tablet,4.9,2289,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9,07/2023,2025-09-09 19:34:05,Snapdragon 8 Gen 2 for Galaxy,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,8 GB,128 GB,13 MP,12 MP,"11""",Dynamic AMOLED 2X,1600 x 2560 Pixels,120 Hz,Android 13,IP68,8400 mAh,45 W,498 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac/ax, MIMO, Dual-band",,
328523,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 4GB/128GB,4900000,Xiaomi,Tablet,5.0,2612,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-4gb-128gb,08/2024,2025-09-09 19:34:05,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm
331232,Máy tính bảng iPad mini 7 5G 128GB,17490000,iPad (Apple),Tablet,4.9,458,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-5g,10/2024,2025-09-09 19:34:07,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,128 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,297 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",5G,
325517,Máy tính bảng iPad Pro M4 13 inch WiFi 256GB,36090000,iPad (Apple),Tablet,5.0,923,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-256gb,05/2024,2025-09-09 19:34:07,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,,38.99 Wh,20 W,579 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
335268,Máy tính bảng iPad Air M3 11 inch WiFi 256GB,18990000,iPad (Apple),Tablet,5.0,863,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-256gb,03/2025,2025-09-09 19:34:13,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,460 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
322132,Máy tính bảng Samsung Galaxy Tab S10 Ultra 5G 12GB/256GB,0,Samsung,Tablet,5.0,177,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-ultra,10/2024,2025-09-09 19:34:13,MediaTek Dimensity 9300+ 8 nhân,3.4 GHz,ARM Immortalis G720,12 GB,256 GB,Chính 13 MP & Phụ 8 MP,2 Camera 12 MP,"14.6""",Dynamic AMOLED 2X,1848 x 2960 Pixels,120 Hz,Android 14,IP68,11200 mAh,45 W,723 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac/ax, MIMO, Dual-band",5G,Type-C
334528,Máy tính bảng Xiaomi Pad 7 Pro WiFi 8GB/256GB,13540000,Xiaomi,Tablet,5.0,250,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7-pro,03/2025,2025-09-09 19:34:14,Snapdragon 8s Gen 3 8 nhân,3 GHz,Andreno 735,8 GB,256 GB,50 MP,32 MP,"11.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,,8850 mAh,67 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 7, Wi-Fi 6E, Wi-Fi 6, Dual-band, v5.4",,Type-C
335309,Máy tính bảng iPad A16 WiFi 256GB,12090000,iPad (Apple),Tablet,5.0,1753,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-256gb,03/2025,2025-09-09 19:34:14,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C
333481,Máy tính bảng Samsung Galaxy Tab A9+ WiFi 8GB/128GB,6870000,Samsung,Tablet,4.9,4695,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus-wifi-8gb-128gb,12/2024,2025-09-09 19:34:14,Snapdragon 695,2.2 GHz,Adreno 619,8 GB,128 GB,8 MP,5 MP,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 14,,7040 mAh,15 W,480 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.1",,3.5 mm
335279,Máy tính bảng iPad Air M3 13 inch 5G 128GB,25790000,iPad (Apple),Tablet,5.0,54,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-5g-128gb,03/2025,2025-09-09 19:34:17,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
335275,Máy tính bảng iPad Air M3 13 inch WiFi 128GB,21690000,iPad (Apple),Tablet,5.0,357,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-128gb,03/2025,2025-09-09 19:34:19,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,,36.59 Wh,20 W,616 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
315590,Máy tính bảng Samsung Galaxy Tab A9+ WiFi 4GB/64GB,4690000,Samsung,Tablet,4.9,7248,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus,10/2023,2025-09-09 19:34:22,Snapdragon 695,2.2 GHz,Adreno 619,4 GB,64 GB,8 MP,5 MP,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 13,,7040 mAh,15 W,480 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.1",,3.5 mm
322134,Máy tính bảng Samsung Galaxy Tab S6 Lite 2024 4G 4GB/64GB,6860000,Samsung,Tablet,4.9,2801,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s6-lite-2024,04/2024,2025-09-09 19:34:22,Exynos 1280 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G68,4 GB,64 GB,8 MP,5 MP,"10.4""",TFT LCD,1200 x 2000 Pixels,60 Hz,Android 14,,7040 mAh,15 W,467 g,Kim loại nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band",Hỗ trợ 4G,3.5 mm
328524,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 6GB/128GB,5400000,Xiaomi,Tablet,5.0,1001,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-6gb-128gb,08/2024,2025-09-09 19:34:23,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm
339287,Máy tính bảng OPPO Pad SE WiFi màn hình nhám 4GB/128GB,5890000,OPPO,Tablet,5.0,37,https://www.thegioididong.com/may-tinh-bang/oppo-pad-se-matte-display-edition,07/2025,2025-09-09 19:34:27,MediaTek Helio G100 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Adreno 610,4 GB,128 GB,5 MP,5 MP,"11.35""",IPS LCD,1200 x 2000 Pixels,90 Hz,Android 15,IPX2,9340 mAh,33 W,527 g,Khung nhựa & Mặt lưng hợp kim nhôm,"Wi-Fi Display, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band, OTG, v5.0",,Type-C
