sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,screen_type,screen_panel,screen_size,screen_tech,screen_res,screen_rate,power_consumption,ports,weight
335842,Màn hình Samsung S3 S32GF LS24F320GAEXXV 23.8 inch FHD/IPS/120Hz/5ms,2290000,Samsung,Screen,5.0,326,https://www.thegioididong.com/man-hinh-may-tinh/samsung-ls24f320gaexxv-23-8-inch-full-hd,2025,2025-09-27 01:36:50,Phẳng,IPS,23.8 inch,"Eye Saver Mode, Off Timer Plus, Auto Source Switch, Energy Saving Solution, Image Size, Flicker free Technology",Full HD (1920 x 1080),120 Hz,25W,2 x HDMI,2.4 kg
334388,Màn hình Xiaomi A27Qi 27 inch 2K/IPS/100Hz/6ms,3620000,Xiaomi,Screen,5.0,447,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-a27qi-27-inch-2k-ips-100hz-6ms,2025,2025-09-27 01:36:50,Phẳng,IPS,27 inch,Giảm ánh sáng xanh,QHD (2560 x 1440),100 Hz,,"1 x Audio Out, 1 x HDMI 2.0, 1 x DisplayPort 1.4",4.2 kg
331921,Màn hình Gaming LG UltraGear 24GS60F-B.ATV 23.8 inch FHD/IPS/180Hz/1ms,0,LG,Screen,5.0,180,https://www.thegioididong.com/man-hinh-may-tinh/lg-24gs60f-b-atv-23-8-inch-fhd-ips-180hz-1ms,2024,2025-09-27 01:36:51,Phẳng,IPS,23.8 inch,"HDR Effect, AMD FreeSync, HDR10, G-Sync Compatible",Full HD (1920 x 1080),180 Hz,18W,"1 x DisplayPort, 1 x Headphone out 3-Pole (Sound only), 1 x HDMI",4 kg
342368,Màn hình Gaming Asus TUF VG249QM5A 23.8 inch FHD/IPS/240Hz/0.3ms,3390000,Asus,Screen,5.0,74,https://www.thegioididong.com/man-hinh-may-tinh/asus-gaming-tuf-23-8-inch-full-hd-vg249qm5a,2025,2025-09-27 01:37:02,Phẳng,Fast IPS,23.8 inch,"HDCP 2.3, DisplayWidget Center, Shadow Boost, GameVisual, GameFast Input, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, GamePlus, ASUS Extreme Low Motion Blur, Low Blue Light, ELMB Sync, Adaptive-Sync",Full HD (1920 x 1080),240 Hz,15W,"2 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x Earphone Jack",3.4 kg
334381,Màn hình Gaming Acer Nitro KG240Y X1 23.8 inch FHD/IPS/200Hz/4ms,2790000,Acer,Screen,5.0,184,https://www.thegioididong.com/man-hinh-may-tinh/acer-nitro-kg240y-x1-23-8-inch-fhd-ips-200hz-4ms,2024,2025-09-27 01:37:05,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Blue Light Shield, Black Boost, Acer VisionCare, Acer ComfyView, AMD FreeSync Premium, HDR10",Full HD (1920 x 1080),200 Hz,18W,"2 x HDMI 2.0, 1 x Audio Out, 1 x DisplayPort 1.4",2.9 kg
337322,Màn hình Gaming MSI MAG 274F 27 inch FHD/Rapid IPS/200Hz/0.5ms,3390000,MSI,Screen,5.0,136,https://www.thegioididong.com/man-hinh-may-tinh/msi-mag-274f-27-inch-fhd-rapid-ips-200hz-0-5ms,2025,2025-09-27 01:37:06,Phẳng,Rapid IPS,27 inch,"HDR Ready, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),200 Hz,21W,"1 x DisplayPort 1.2a, 1 x HDMI 2.0b, 1 x Headphone-out",6.25 kg
335640,Màn hình Dell E2725H 27 inch FHD/VA/60Hz/5ms,3390000,Dell,Screen,5.0,51,https://www.thegioididong.com/man-hinh-may-tinh/dell-e2725h-27-inch-fhd-va-60hz-5ms,2024,2025-09-27 01:37:07,Phẳng,VA,27 inch,,Full HD (1920 x 1080),60 Hz,30W,"1 x DisplayPort 1.2 (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 75 Hz), 1 x D-Sub (VGA)",4.84 kg
331924,Màn hình LG 27MR400-B.ATVQ 27 inch FHD/IPS/100Hz/5ms,0,LG,Screen,5.0,556,https://www.thegioididong.com/man-hinh-may-tinh/lg-27mr400-b-atvq-27inch-fhd-ips-100hz-5ms,2023,2025-09-27 01:37:07,Phẳng,IPS,27 inch,"Super Resolution+, Dynamic Action Sync, AMD FreeSync",Full HD (1920 x 1080),100 Hz,24W,"1 x Headphone out 3-Pole (Sound only), 1 x HDMI",3.84 kg
349978,"Màn hình Gaming MSI MAG 274CXF (27 inch, Full HD, VA, 280Hz, 0.5ms)",3990000,MSI,Screen,,,https://www.thegioididong.com/man-hinh-may-tinh/msi-gaming-mag-27-inch-full-hd-274cxf,2025,2025-09-27 01:37:09,Cong,VA,27 inch,"Chống ánh sáng xanh, HDR Ready, Chế độ HDR, AMD FreeSync, Chống chói Anti-Glare",Full HD (1920 x 1080),280 Hz,100~240V,"1 x DisplayPort 1.2a, 2 x HDMI 2.0b, 1 x Jack tai nghe 3.5 mm",3.4 kg
334381,Màn hình Gaming Acer Nitro KG240Y X1 23.8 inch FHD/IPS/200Hz/4ms,2790000,Acer,Screen,5.0,184,https://www.thegioididong.com/man-hinh-may-tinh/acer-nitro-kg240y-x1-23-8-inch-fhd-ips-200hz-4ms,2024,2025-09-27 01:37:10,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Blue Light Shield, Black Boost, Acer VisionCare, Acer ComfyView, AMD FreeSync Premium, HDR10",Full HD (1920 x 1080),200 Hz,18W,"2 x HDMI 2.0, 1 x Audio Out, 1 x DisplayPort 1.4",2.9 kg
339092,Màn hình SingPC P22F100-IPS 21.5 inch FHD/IPS/100Hz/5ms,1290000,SingPC,Screen,4.9,545,https://www.thegioididong.com/man-hinh-may-tinh/singpc-p22f100-ips-21-5-inch-fhd-ips-100hz-5ms,2025,2025-09-27 01:37:12,Phẳng,IPS,21.5 inch,Less Blue Light,Full HD (1920 x 1080),100 Hz,36W,"1 x HDMI, 1 x VGA",2 kg
344716,"Màn hình SingPC P24F100-IPS (23.8 inch Full HD, IPS, 100Hz, 6.5ms)",1590000,SingPC,Screen,,,https://www.thegioididong.com/man-hinh-may-tinh/singpc-23-8-inch-full-hd-p24f100-ips,2025,2025-09-27 01:37:15,Phẳng,IPS,23.8 inch,Less Blue Light,Full HD (1920 x 1080),100 Hz,36W,"1 x HDMI, 1 x VGA",3 kg
339564,Màn hình Dell Pro Plus P2725D 27 inch 2K/IPS/100Hz/5ms,7190000,Dell,Screen,5.0,17,https://www.thegioididong.com/man-hinh-may-tinh/dell-pro-plus-p2725d-27-inch-2k-ips-100hz-5ms,2025,2025-09-27 01:37:16,Phẳng,IPS,27 inch,"ComfortView Plus, Chống chói Anti-Glare",QHD (2560 x 1440),100 Hz,18.8W,"1 x USB-C 5 Gbps downstream, 3 x USB Type-A 5 Gbps downstream, 1 x USB Type-B 5 Gbps upstream, 1 x DisplayPort 1.4, 1 x HDMI (HDCP 1.4)",6.27 kg
342212,Màn hình Gaming Samsung Odyssey G3 LS27DG302EEXXV 27 inch Full HD/VA/180Hz/1ms,3490000,Samsung,Screen,5.0,12,https://www.thegioididong.com/man-hinh-may-tinh/samsung-odyssey-ls27dg302eexxv-27-inch-full-hd,2024,2025-09-27 01:37:16,Phẳng,VA,27 inch,"Eye Saver Mode, Công nghệ chống nháy - Flicker-free, Eco Saving Plus, Virtual AIM Point, Auto Source Switch, Freesync",Full HD (1920 x 1080),180 Hz,35w,"1 x DisplayPort, 1 x HDMI, 1 x Jack tai nghe 3.5 mm, USB 2.0",4.4 kg
335640,Màn hình Dell E2725H 27 inch FHD/VA/60Hz/5ms,3390000,Dell,Screen,5.0,51,https://www.thegioididong.com/man-hinh-may-tinh/dell-e2725h-27-inch-fhd-va-60hz-5ms,2024,2025-09-27 01:37:18,Phẳng,VA,27 inch,,Full HD (1920 x 1080),60 Hz,30W,"1 x DisplayPort 1.2 (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 75 Hz), 1 x D-Sub (VGA)",4.84 kg
338780,Màn hình Gaming Acer KB242Y P6 23.8 inch FHD/IPS/144Hz/1ms,1890000,Acer,Screen,5.0,918,https://www.thegioididong.com/man-hinh-may-tinh/acer-kb242y-p6-23-8fhd-ips-144hz-1ms,2025,2025-09-27 01:37:18,Phẳng,IPS,23.8 inch,"Blue Light Shield, Low-dimming, Acer VisionCare, Flickerless, AMD FreeSync",Full HD (1920 x 1080),144 Hz,12.9W,"1 x HDMI 1.4, 1 x DisplayPort 1.2",3.042 kg
324058,Màn hình MSI Pro MP225 21.45 inch FHD/IPS/100Hz/1ms/HDMI,0,MSI,Screen,4.9,2293,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp225-2145-inch-fhd,2023,2025-09-27 01:37:27,Phẳng,IPS,"21.45""","Công nghệ chống nháy - Flicker-free, Giảm ánh sáng xanh, Eyesergo, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),100 Hz,15 W,"1 x Headphone-out, 1 x HDMI 1.4, 1 x D-Sub (VGA)",2.3 kg
338144,Màn hình Xiaomi A27Ui 27 inch 4K/IPS/60Hz/6ms,6750000,Xiaomi,Screen,5.0,50,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-a27ui-27-inch-4k-ips-60hz-6ms,2025,2025-09-27 01:37:32,Phẳng,IPS,27 inch,"Sai lệch màu Delta E< 1, Low Blue Light, HDR10",UHD (3840 x 2160),60 Hz,120W,"1 x Type-C (90W output), 2 x HDMI 2.0, 1 x Audio Out, 1 x DisplayPort 1.4, 2 x USB 2.0",5.5 kg
341854,Màn hình MSI PRO MP272LKL 27 inch FHD/IPS/100Hz/1ms,2290000,MSI,Screen,5.0,71,https://www.thegioididong.com/man-hinh-may-tinh/man-hinh-msi-pro-mp272lkl-27-inch-fhd-ips-100hz-1ms,2025,2025-09-27 01:37:35,Phẳng,IPS,27 inch,"HDR Ready, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),100 Hz,36W,"1 x Headphone-out, 1 x HDMI 1.4, 1 x DisplayPort 1.2",2.5 kg
335629,Màn hình Gaming GIGABYTE GS25F2 24.5 inch FHD/IPS/200Hz/1ms,2790000,GIGABYTE,Screen,5.0,76,https://www.thegioididong.com/man-hinh-may-tinh/gigabyte-gs25f2-24-5-inch-fhd-ips-200hz-1ms,2025,2025-09-27 01:37:36,Phẳng,IPS,24.5 inch,"Giảm ánh sáng xanh, Freesync",Full HD (1920 x 1080),200 Hz,18W,"2 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x Earphone Jack",3.11 kg
322533,Màn hình Gaming Samsung Odyssey G5 G55C LS27CG552EEXXV 27 inch 2K/VA/165Hz/1ms/HDMI/DisplayPort,4390000,Samsung,Screen,5.0,308,https://www.thegioididong.com/man-hinh-may-tinh/samsung-odyssey-g5-g55c-ls27cg552eexxv-27-inch-2k,2024,2025-09-27 01:37:42,Cong,VA,27 inch,"Eye Saver Mode, Công nghệ chống nháy - Flicker-free, Auto Source Switch+, Black Equalizer (Bộ cân bằng màu đen), AMD FreeSync, HDR10, Curved Screen 1000R",QHD (2560 x 1440),165 Hz,40 W,"1 x Jack tai nghe 3.5 mm, 1 x HDMI 2.0, 1 x DisplayPort 1.2",4.1 kg
335842,Màn hình Samsung S3 S32GF LS24F320GAEXXV 23.8 inch FHD/IPS/120Hz/5ms,2290000,Samsung,Screen,5.0,326,https://www.thegioididong.com/man-hinh-may-tinh/samsung-ls24f320gaexxv-23-8-inch-full-hd,2025,2025-09-27 01:37:44,Phẳng,IPS,23.8 inch,"Eye Saver Mode, Off Timer Plus, Auto Source Switch, Energy Saving Solution, Image Size, Flicker free Technology",Full HD (1920 x 1080),120 Hz,25W,2 x HDMI,2.4 kg
333565,Màn hình Viewsonic VA2732A-H 27 inch FHD/IPS/120Hz/1ms,2490000,Viewsonic,Screen,5.0,413,https://www.thegioididong.com/man-hinh-may-tinh/viewsonic-va2732a-h-27-inch-fhd-ips-120hz-1ms,2024,2025-09-27 01:37:45,Phẳng,IPS,27 inch,"Eye Protech+, Công nghệ chống nháy - Flicker-free, Lọc ánh sáng xanh, Adaptive-Sync",Full HD (1920 x 1080),120 Hz,26W,"1 x Jack tai nghe 3.5 mm, 1 x HDMI 1.4, 1 x D-Sub (VGA)",4.1 kg
337403,Màn hình Lenovo L24-4e 23.8 inch FHD/IPS/100Hz/4ms,0,Lenovo,Screen,5.0,98,https://www.thegioididong.com/man-hinh-may-tinh/lenovo-l24-4e-23-8-inch-fhd-ips-100hz-4ms,2025,2025-09-27 01:37:46,Phẳng,IPS,23.8 inch,Chống chói Anti-Glare,Full HD (1920 x 1080),100 Hz,19W,"1 x HDMI 1.4, 1 x D-Sub (VGA)",3 kg
329690,Màn hình MSI PRO MP223 E2 21.45 inch FHD/VA/100Hz/1ms,1490000,MSI,Screen,5.0,3270,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp223-e2-21-45-inch-fhd-va-100hz-1ms,2024,2025-09-27 01:37:47,Phẳng,VA,"21.45""","Công nghệ chống nháy - Flicker-free, Giảm ánh sáng xanh",Full HD (1920 x 1080),100 Hz,15W,"1 x Headphone-out, 1 x HDMI 1.4, 1 x DisplayPort 1.2",3.46 kg
335639,Màn hình Dell UltraSharp U2424H 23.8 inch FHD/IPS/120Hz/5ms,5250000,Dell,Screen,5.0,259,https://www.thegioididong.com/man-hinh-may-tinh/dell-ultrasharp-u2424h-23-8-inch-fhd-ips-120hz-5ms,2024,2025-09-27 01:37:50,Phẳng,IPS,23.8 inch,"Chống ánh sáng xanh, Daisy Chain, Sai lệch màu Delta E< 2",Full HD (1920 x 1080),120 Hz,72W,"1 x USB Type-A downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2) với sạc nguồn BC1.2, 1 x Audio Out, 1 x DisplayPort 1.4 (Đầu ra) với MST (HDCP 1.4), 1 x HDMI (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 120Hz TMDS theo quy định trong HDMI 1.4), 1 x USB Type-C upstream (chỉ dữ liệu, SuperSpeed ​​USB 10 Gbps, USB 3.2 Gen 2), 1 x USB Type-C downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2) có sạc nguồn (15W), 2 x USB Type-A downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2), 1 x DisplayPort 1.4 (DRR cho Microsoft Windows) (HDCP 1.4)",5.38 kg
321396,Màn hình Xiaomi A27i 27 inch FHD/IPS/100Hz/6ms/HDMI (ELA5345EU),2340000,Xiaomi,Screen,4.9,5445,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-a27i-27-inch-fhd,2023,2025-09-27 01:37:50,Phẳng,IPS,27 inch,"Giảm ánh sáng xanh, Sai lệch màu Delta E< 2, HDR10",Full HD (1920 x 1080),100 Hz,24 W,"1 x DisplayPort, 1 x HDMI 2.0",3.6 kg
339897,Màn hình Samsung S3 S30GD LS27D300GAEXXV 27 inch FHD/IPS/100Hz/5ms,2590000,Samsung,Screen,5.0,153,https://www.thegioididong.com/man-hinh-may-tinh/samsung-s3-s30gd-ls27d300gaexxv-27-inch-fhd-ips-100hz-5ms,2025,2025-09-27 01:37:50,Phẳng,IPS,27 inch,"Eye Saver Mode, Eco Saving Plus, Chế độ chơi Game, Off Timer Plus, Image Size, Flicker free Technology",Full HD (1920 x 1080),100 Hz,25W,"1 x HDMI 1.4, 1 x D-Sub (VGA)",2.9 kg
331920,Màn hình Asus VY249HGR 23.8 inch FHD/IPS/120Hz/1ms,2290000,Asus,Screen,5.0,702,https://www.thegioididong.com/man-hinh-may-tinh/asus-vy249hgr-23-8-inch-fhd-ips-120hz-1ms,2024,2025-09-27 01:37:56,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Adaptive Sync, Shadow Boost, Motion Sync, HDCP 1.4, GameFast Input, Eye Care+, QuickFit, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, Công nghệ SPLENDID, GamePlus, Low Blue Light",Full HD (1920 x 1080),120 Hz,15W,"1 x Jack tai nghe 3.5 mm, 1 x HDMI 1.4, 1 x D-Sub (VGA)",3.4 kg
314454,Màn hình Gaming Asus TUF VG249Q3A 23.8 inch FHD/IPS/180Hz/1ms/FreeSync/DisplayPort/HDMI,2790000,Asus,Screen,4.9,999,https://www.thegioididong.com/man-hinh-may-tinh/asus-vg249q3a-23-8-inch-fhd,2023,2025-09-27 01:37:57,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Giảm ánh sáng xanh, Adaptive Sync, NVIDIA G-SYNC, Nhiệt độ màu (4 chế độ), Game Visual, Công nghệ Trace Free, ASUS Dynamic Shadow Boost, GamePlus, ASUS Extreme Low Motion Blur, AMD FreeSync Premium",Full HD (1920 x 1080),180 Hz,< 18 W,"2 x HDMI 2.0, 1 x Jack tai nghe 3.5 mm, 1 x DisplayPort 1.2",3.5 kg
321397,Màn hình Gaming Xiaomi G27i 27 inch FHD/IPS/165Hz/1ms/FreeSync/HDMI,3020000,Xiaomi,Screen,5.0,1222,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-g27i-27-inch-fhd,2024,2025-09-27 01:38:00,Phẳng,IPS,27 inch,"Giảm ánh sáng xanh, Sai lệch màu Delta E< 2, AMD FreeSync Premium, HDR10",Full HD (1920 x 1080),165 Hz,36 W,"1 x DisplayPort, 1 x Jack tai nghe 3.5 mm, HDMI",3.6 kg
274150,Apple Studio Display Standard 27inch Retina 5K/60Hz (MK0U3SA/A),37690000,Apple,Screen,5.0,111,https://www.thegioididong.com/man-hinh-may-tinh/apple-studio-display-27-5k-retina,2022,2025-09-27 01:38:02,Phẳng,Hãng không công bố,27 inch,"True Tone technology, Wide color (P3)",5K Retina (5120 x 2880),60 Hz,Hãng không công bố,"1 x Thunderbolt 3, 3 x USB-C",6.3 kg
341850,Màn hình Gaming AOC AG276QSD/79 26.5 inch 2K/QD-OLED/360Hz/0.01ms,16490000,AOC,Screen,,,https://www.thegioididong.com/man-hinh-may-tinh/aoc-ag276qsd-79-26-5-inch-2k-qd-oled-360hz-0-01ms,2025,2025-09-27 01:38:02,Phẳng,QD-OLED,26.5 inch,"Công nghệ chống nháy - Flicker-free, RoHS, G-SYNC, DisplayHDR 400",QHD (2560 x 1440),360 Hz,78W,"1 x Jack tai nghe 3.5 mm, 2 x HDMI 2.1, 2 x USB 3.2, 2 x DisplayPort 1.4",6.7 kg
341516,Màn hình Gaming Dell Alienware AW2725DM 27 inch 2K/Fast IPS/180Hz/1ms,7790000,Dell,Screen,5.0,16,https://www.thegioididong.com/man-hinh-may-tinh/dell-alienware-aw2725dm-27-inch-2k,2025,2025-09-27 01:38:03,Phẳng,Fast IPS,27 inch,"VESA Adaptive Sync, NVIDIA G-SYNC, AMD FreeSync",WQHD (2560 x 1440),180 Hz,25W,"2 x HDMI (HDCP 1.4 & 2.3) (Hỗ trợ lên đến QHD 2560 x 1440, 144 Hz, 10 bit, TMDS, HDR, VRR theo quy định trong HDMI 2.1), 1 x DisplayPort 1.4 (HDCP 1.4 & 2.3) (Hỗ trợ lên đến 2560 x 1440, 180 Hz, HDR, VRR), 1 x USB 5 Gbps Type-A downstream, 1 x USB 5 Gbps Type-B upstream, 1 x USB 5Gbps Type-A downstream (với sạc pin 1.2)",6.5 kg
324727,Màn hình Gaming Viewsonic VX2479-HD-PRO 23.8 inch FHD/IPS/180Hz/1ms,0,Viewsonic,Screen,5.0,167,https://www.thegioididong.com/man-hinh-may-tinh/viewsonic-gaming-vx2479-hd-pro-23-8-inch-fhd,2023,2025-09-27 01:38:07,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Lọc ánh sáng xanh, AMD FreeSync, HDR10, Chống chói Anti-Glare",Full HD (1920 x 1080),180 Hz,28 W,"2 x HDMI 1.4, 1 x Jack tai nghe 3.5 mm, 1 x DisplayPort 1.4",3.2 kg
342556,"Màn hình Lenovo L27qe (27 inch 2K, IPS, 100Hz, 6ms)",2890000,Lenovo,Screen,5.0,163,https://www.thegioididong.com/man-hinh-may-tinh/man-hinh-lenovo-l27qe-27-inch-2k-ips-100hz-6ms,2025,2025-09-27 01:38:33,Phẳng,IPS,27 inch,"Công nghệ chống nháy - Flicker-free, Adaptive Sync, Eye Comfort, HDR10, Freesync, Chống chói Anti-Glare",WQHD (2560 x 1440),100 Hz,43,"1 x HDMI 2.1, 1 x DisplayPort 1.4",4.5 kg
334003,Màn hình MSI PRO MP252L 24.5 inch FHD/IPS/100Hz/1ms,1790000,MSI,Screen,4.9,1882,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp252l-24-5-inch-fhd-ips-100hz-1ms,2024,2025-09-27 01:38:33,Phẳng,IPS,24.5 inch,"HDR Ready, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),100 Hz,24W,"1 x DisplayPort 1.2a, 1 x Headphone-out, 1 x HDMI 1.4b",1.967 kg
325113,Màn hình Gaming Asus ROG Strix XG27ACS 27 inch 2K/IPS/180Hz/1ms,6790000,Asus,Screen,4.9,176,https://www.thegioididong.com/man-hinh-may-tinh/asus-xg27acs-27-inch-2k,2024,2025-09-27 01:38:35,Phẳng,Fast IPS,27 inch,"Giảm ánh sáng xanh, Adaptive Sync, NVIDIA G-SYNC, Công nghệ Trace Free, ASUS Dynamic Shadow Boost, GamePlus, ASUS Extreme Low Motion Blur, AMD FreeSync, HDR10",QHD (2560 x 1440),180 Hz,23.1 W,"1 x Jack tai nghe 3.5 mm, 1 x USB-C (hỗ trợ Displayport), 1 x HDMI 2.0, 1 x DisplayPort 1.4",6.61 kg
335631,Màn hình Gaming GIGABYTE GS27QA 27 inch 2K/IPS/180Hz/1ms,4890000,GIGABYTE,Screen,5.0,40,https://www.thegioididong.com/man-hinh-may-tinh/gigabyte-gs27qa-27-inch-2k-180hz-1ms,2024,2025-09-27 01:38:39,Phẳng,IPS,27 inch,"Giảm ánh sáng xanh, Freesync",QHD (2560 x 1440),180 Hz,32W,"2 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x Earphone Jack",5.26 kg
328849,Màn hình MSI PRO MP251 E2 24.5 inch FHD/IPS/120Hz/1ms,2090000,MSI,Screen,4.9,2061,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp251-e2-24-5-inch-fhd,2024,2025-09-27 01:38:44,Phẳng,IPS,24.5 inch,"Adaptive Sync, Eyesergo, Chống chói Anti-Glare",Full HD (1920 x 1080),120 Hz,18W,"1 x Line-in, 1 x Headphone-out, 1 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x D-Sub (VGA)",4.9 kg
337324,Màn hình MSI PRO MP341CQ 34 inch 3K/VA/100Hz/4ms,5990000,MSI,Screen,4.6,6,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp341cq-34-inch-3k-va-100hz-4ms,2025,2025-09-27 01:38:50,Cong,VA,34 inch,"HDR Ready, Độ cong 1500R, Chống chói Anti-Glare",UWQHD (3440 x 1440),100 Hz,33W,"1 x DisplayPort 1.2a, 2 x HDMI 2.0b, 1 x Headphone-out",7.7 kg
339094,Màn hình Gaming Asus TUF VG259Q5A 24.5 inch FHD/IPS/200Hz/1ms,2990000,Asus,Screen,5.0,98,https://www.thegioididong.com/man-hinh-may-tinh/asus-tuf-vg259q5a-24-5-inch-fhd-ips-200hz-1ms,2025,2025-09-27 01:38:54,Phẳng,Fast IPS,24.5 inch,"HDCP 2.3, DisplayWidget Center, Shadow Boost, GameVisual, GameFast Input, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, GamePlus, ASUS Extreme Low Motion Blur, Low Blue Light, Adaptive-Sync",Full HD (1920 x 1080),200 Hz,15W,"2 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x Earphone Jack",3.4 kg
329690,Màn hình MSI PRO MP223 E2 21.45 inch FHD/VA/100Hz/1ms,1490000,MSI,Screen,5.0,3270,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp223-e2-21-45-inch-fhd-va-100hz-1ms,2024,2025-09-27 01:38:58,Phẳng,VA,"21.45""","Công nghệ chống nháy - Flicker-free, Giảm ánh sáng xanh",Full HD (1920 x 1080),100 Hz,15W,"1 x Headphone-out, 1 x HDMI 1.4, 1 x DisplayPort 1.2",3.46 kg
339093,Màn hình SingPC P27F100-IPS 27 inch FHD/IPS/100Hz/5ms,1890000,SingPC,Screen,5.0,212,https://www.thegioididong.com/man-hinh-may-tinh/singpc-p27f100-ips-27-inch-fhd-ips-100hz-5ms,2025,2025-09-27 01:38:58,Phẳng,IPS,27 inch,Less Blue Light,Full HD (1920 x 1080),100 Hz,36W,"1 x HDMI, 1 x VGA",3.4 kg
339095,Màn hình Asus VA279HG-R 27 inch FHD/IPS/120Hz/1ms,2790000,Asus,Screen,5.0,165,https://www.thegioididong.com/man-hinh-may-tinh/asus-va279hg-r-27-inch-fhd-ips-120hz-1ms,2025,2025-09-27 01:38:58,Phẳng,IPS,27 inch,"Công nghệ chống nháy - Flicker-free, DisplayWidget Center, Motion Sync, HDCP 1.4, Eye Care+, QuickFit, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, Công nghệ SPLENDID, GamePlus, Low Blue Light, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),120 Hz,15W,"1 x HDMI, 1 x D-Sub (VGA), 1 x Earphone Jack",3.74 kg
337323,Màn hình MSI PRO MP275Q 27 inch 2K/IPS/100Hz/1ms,3790000,MSI,Screen,5.0,38,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp275q-27-inch-2k-ips-100hz-1ms,2024,2025-09-27 01:38:58,Phẳng,IPS,27 inch,"HDR Ready, Chống chói Anti-Glare",WQHD (2560 x 1440),100 Hz,26 W,"1 x DisplayPort 1.2a, 2 x HDMI 2.0b, 1 x Headphone-out",4.1 kg
320477,Màn hình Dell Ultrasharp U3223QE 32 inch 4K/IPS/60Hz/5ms,18690000,Dell,Screen,5.0,4,https://www.thegioididong.com/man-hinh-may-tinh/dell-ultrasharp-u3223qe-32-inch-4k,2022,2025-09-27 01:38:59,Phẳng,IPS,"32""","LED Backlight, ComfortView Plus, Sai lệch màu Delta E< 2, Chống chói Anti-Glare",UHD (3840 x 2160),60 Hz,29.4 W,"1 x LAN (RJ45), Audio line-out (mini-jack), 1 x USB-C 3.2 upstream, 1 x USB-C 3.2 downstream (15W), 1 x USB Type-C (hỗ trợ DisplayPort, Power Delivery 90 W), 1 x USB 3.2 downstream (với sạc pin 1.2), 1 x Displayport out, 1 x DisplayPort 1.4, HDMI, 4 x USB 3.2 downstream",10.3 kg
342209,Màn hình Gaming Samsung Odyssey 3D LS27FG900XEXXV 27 inch 4K/IPS/165Hz/1ms,47090000,Samsung,Screen,,,https://www.thegioididong.com/man-hinh-may-tinh/samsung-odyssey-3d-ls27fg900xexxv-27-inch-4k-ips-165hz-1ms,2025,2025-09-27 01:39:08,Phẳng,IPS,27 inch,"Eye Saver Mode, Công nghệ chống nháy - Flicker-free, Energy Saving Solution, Chuyển đổi video 3D bằng AI, Xem 3D không cần kính (Odyssey 3D Hub), FreeSync Premium",UHD (3840 x 2160),165 Hz,78W,"1 x DisplayPort, 2 x HDMI, 2 x USB 2.0, USB Hub Version 3.1 gen 1",7.5 kg
331923,Màn hình LG 24MR400-B.ATVQ 23.8 inch FHD/IPS/100Hz/5ms,0,LG,Screen,5.0,502,https://www.thegioididong.com/man-hinh-may-tinh/lg-24mr400-b-atvq-23-8-inch-fhd-ips-100hz-5ms,2023,2025-09-27 01:39:15,Phẳng,IPS,23.8 inch,"Super Resolution+, AMD FreeSync",Full HD (1920 x 1080),100 Hz,22W,"1 x Headphone out 3-Pole (Sound only), 1 x HDMI",2.94 kg
